Type of Payment code,Vehicle Code
608 Wed Aug 18,21:39:19 2021 409366
609 Tue Aug 17,14:56:04 2021 643246
610 Sun Aug  1,01:07:30 2021 622474
611 Sun Aug  8,13:12:58 2021 110651
612 Tue Aug 17,22:51:27 2021 202855
613 Tue Aug 10,23:10:02 2021 724436
614 Thu Aug  5,06:57:10 2021 630060
615 Sun Aug  1,18:02:23 2021 240230
616 Mon Aug  2,20:55:27 2021 692183
617 Mon Aug 16,01:19:24 2021 472122
618 Fri Aug 13,15:17:30 2021 922812
619 Tue Aug 17,09:19:10 2021 174923
620 Sun Aug 22,04:37:03 2021 804047
621 Wed Aug 18,08:19:46 2021 693334
622 Wed Aug 11,14:55:38 2021 285844
623 Wed Aug 11,12:54:38 2021 876354
624 Mon Aug  2,05:07:45 2021 402429
625 Sun Aug 15,22:47:42 2021 436344
626 Mon Aug  2,14:33:38 2021 340361
627 Thu Aug  5,15:33:15 2021 159591
628 Sat Aug 21,08:47:46 2021 363272
629 Fri Aug 13,09:06:03 2021 737144
630 Sat Aug 21,08:46:15 2021 609924
631 Sun Aug 22,08:07:57 2021 166064
632 Mon Aug 16,16:01:24 2021 169077
633 Tue Aug 10,08:08:11 2021 111558
634 Sat Jul 31,14:08:13 2021 352509
635 Mon Aug 16,16:25:58 2021 734869
636 Mon Aug  9,05:15:00 2021 674269
637 Sun Aug  8,11:02:00 2021 888725
638 Sat Jul 31,03:42:19 2021 928541
639 Tue Aug  3,11:23:12 2021 152029
640 Sat Jul 31,21:52:05 2021 521420
641 Wed Aug 11,00:23:50 2021 693377
642 Thu Aug 12,00:46:30 2021 390377
643 Fri Aug 20,22:47:33 2021 525873
644 Sun Aug 22,15:57:17 2021 185360
645 Mon Aug  9,11:42:35 2021 843575
646 Tue Aug  3,23:46:30 2021 253686
647 Sat Aug 14,00:00:51 2021 941841
648 Fri Aug  6,01:00:45 2021 842866
649 Tue Aug  3,15:37:52 2021 439513
650 Mon Aug  2,12:15:01 2021 103002
651 Tue Aug 10,11:43:45 2021 941567
652 Mon Aug  9,01:26:55 2021 739659
653 Fri Aug 20,06:36:00 2021 963643
654 Fri Aug 20,09:32:30 2021 335446
655 Sat Aug 14,00:32:36 2021 552000
656 Tue Aug 17,00:01:05 2021 585604
657 Fri Aug  6,12:04:19 2021 182004
658 Wed Aug 11,19:59:57 2021 602044
659 Fri Aug 13,17:23:26 2021 384947
660 Sat Aug 21,17:15:49 2021 704494
661 Thu Aug  5,09:20:33 2021 860329
662 Thu Aug 12,22:36:25 2021 479922
663 Sat Aug 21,23:35:39 2021 500459
664 Tue Aug  3,06:56:46 2021 756186
665 Tue Aug  3,20:06:23 2021 859161
666 Fri Aug 20,01:05:05 2021 588388
667 Fri Aug  6,02:00:59 2021 381381
668 Thu Aug  5,14:04:38 2021 247667
669 Fri Jul 30,20:27:55 2021 595748
670 Tue Aug 10,06:30:01 2021 606498
671 Thu Jul 29,17:01:07 2021 628928
672 Thu Jul 29,16:59:31 2021 616490
673 Fri Aug 13,22:36:23 2021 265730
674 Thu Aug 12,07:51:22 2021 109163
675 Sat Aug 14,08:25:48 2021 623624
676 Sun Aug 15,20:58:19 2021 811892
677 Sun Aug 15,07:01:54 2021 493049
678 Thu Aug 19,17:00:34 2021 213950
679 Fri Aug 20,02:38:02 2021 237944
680 Mon Aug  9,04:39:27 2021 242506
681 Thu Aug 12,02:50:56 2021 700157
682 Sat Aug 21,13:25:48 2021 750407
683 Wed Aug  4,20:43:10 2021 108302
684 Tue Aug 10,09:21:43 2021 526268
685 Tue Aug  3,09:51:32 2021 107438
686 Fri Aug 20,18:39:12 2021 348398
687 Tue Aug 10,01:09:38 2021 368521
688 Fri Aug 13,03:50:13 2021 566829
689 Tue Aug 17,11:41:52 2021 250505
690 Thu Aug 12,09:28:16 2021 894530
691 Sun Aug 22,10:37:24 2021 892726
692 Thu Aug 19,16:10:17 2021 964087
693 Fri Aug 20,01:05:07 2021 541411
694 Fri Aug 13,03:12:57 2021 560693
695 Tue Aug 10,08:12:09 2021 712339
696 Mon Aug  9,11:55:17 2021 386266
697 Sun Aug  8,19:59:42 2021 607408
698 Sun Aug  8,04:53:28 2021 472644
699 Sun Aug 15,03:26:42 2021 845495
700 Tue Aug 10,10:28:39 2021 560087
701 Sat Jul 31,15:44:26 2021 246731
702 Wed Aug 18,09:23:19 2021 654877
703 Sat Jul 31,16:42:00 2021 181673
704 Wed Aug 11,17:52:18 2021 653373
705 Mon Aug  9,06:15:17 2021 849795
706 Fri Aug 20,22:15:51 2021 502764
707 Sun Aug 15,23:04:51 2021 634792
708 Mon Aug 16,07:18:22 2021 337178
709 Sat Aug 14,12:59:28 2021 273853
710 Mon Aug  2,07:06:01 2021 692978
711 Tue Aug 10,03:18:53 2021 890478
712 Sun Aug 15,00:10:07 2021 156531
713 Sun Aug 15,02:02:22 2021 720931
714 Sat Jul 31,23:01:19 2021 103550
715 Thu Aug 12,22:16:26 2021 994943
716 Mon Aug  9,07:43:56 2021 309384
717 Tue Aug 10,20:23:04 2021 825243
718 Sun Aug  1,12:03:00 2021 341617
719 Thu Jul 29,15:44:59 2021 999860
720 Tue Aug  3,12:24:20 2021 756098
721 Fri Aug  6,04:16:15 2021 874936
722 Mon Aug  2,16:46:49 2021 825141
723 Mon Aug 16,23:11:03 2021 657328
724 Fri Aug  6,21:43:51 2021 847179
725 Thu Aug 12,10:30:52 2021 993702
726 Sun Aug  8,10:07:31 2021 506614
727 Fri Aug 20,19:00:34 2021 173126
728 Sat Aug 14,02:48:59 2021 108460
729 Mon Aug  2,21:20:18 2021 255271
730 Tue Aug  3,15:56:44 2021 289013
731 Fri Aug 13,12:39:24 2021 985723
732 Sun Aug  1,02:03:31 2021 830995
733 Sun Aug  1,09:46:51 2021 245650
734 Thu Aug 19,18:52:28 2021 984867
735 Fri Jul 30,21:43:09 2021 881690
736 Fri Aug 13,11:34:11 2021 740763
737 Fri Aug 20,10:56:47 2021 849886
738 Wed Aug  4,23:43:50 2021 993101
739 Wed Aug 18,19:20:30 2021 551065
740 Fri Aug 20,10:12:20 2021 775121
741 Sun Aug  1,10:30:28 2021 948845
742 Thu Jul 29,20:09:29 2021 301695
743 Sat Aug  7,04:47:13 2021 341290
744 Sat Aug 14,10:44:52 2021 593826
745 Fri Aug 20,09:20:23 2021 301048
746 Tue Aug 10,10:29:34 2021 251488
747 Wed Aug  4,10:50:57 2021 871457
748 Mon Aug 16,23:40:52 2021 491246
749 Sun Aug 22,17:40:41 2021 732627
750 Fri Jul 30,01:26:02 2021 620935
751 Tue Aug 17,14:18:58 2021 628709
752 Sun Aug 15,09:47:19 2021 293155
753 Tue Aug 17,11:25:17 2021 862541
754 Tue Aug 17,22:51:38 2021 564136
755 Sat Aug  7,17:49:27 2021 713602
756 Thu Jul 29,13:29:13 2021 954927
757 Sat Jul 31,15:42:55 2021 861842
758 Tue Aug 17,09:02:03 2021 666811
759 Thu Aug  5,14:56:52 2021 797945
760 Wed Aug 11,16:03:47 2021 959032
761 Sun Aug  1,13:41:36 2021 166292
762 Fri Aug  6,22:09:07 2021 339166
763 Tue Aug 10,06:38:40 2021 592556
764 Tue Aug  3,01:50:31 2021 793831
765 Mon Aug 16,04:04:28 2021 262930
766 Fri Aug 13,03:05:26 2021 854894
767 Wed Aug  4,01:27:59 2021 556311
768 Tue Aug 17,19:01:51 2021 489672
769 Fri Aug  6,09:27:38 2021 222737
770 Thu Jul 29,18:22:20 2021 924044
771 Thu Aug 12,05:07:24 2021 363308
772 Fri Aug  6,16:18:11 2021 489526
773 Wed Aug 11,18:47:56 2021 75485
774 Sun Aug  8,11:08:50 2021 840011
775 Thu Aug 19,16:40:11 2021 159391
776 Mon Aug  9,18:43:19 2021 605806
777 Mon Aug 16,02:22:25 2021 880542
778 Wed Aug 18,08:26:17 2021 599701
779 Wed Aug  4,07:46:02 2021 832728
780 Thu Aug 12,02:38:19 2021 989448
781 Sat Aug  7,11:24:33 2021 201377
782 Wed Aug 18,06:35:33 2021 808113
783 Wed Aug  4,07:01:24 2021 471577
784 Wed Aug 18,01:20:23 2021 671532
785 Fri Aug 20,21:30:21 2021 151727
786 Fri Aug  6,05:35:59 2021 784846
787 Sat Aug  7,00:04:31 2021 861320
788 Tue Aug  3,21:53:21 2021 366318
789 Mon Aug  9,11:06:44 2021 341330
790 Sat Aug 14,19:12:23 2021 300630
791 Fri Aug 20,06:08:15 2021 627929
792 Mon Aug  2,23:07:33 2021 119053
793 Thu Aug 12,04:21:30 2021 656505
794 Sat Jul 31,21:38:30 2021 726009
795 Sun Aug 22,01:07:46 2021 124836
796 Thu Aug 12,04:29:31 2021 446392
797 Tue Aug 17,21:11:01 2021 109295
798 Mon Aug 16,16:12:23 2021 768374
799 Wed Aug  4,10:01:57 2021 262256
800 Tue Aug 17,17:12:35 2021 220910
801 Sun Aug  8,18:52:38 2021 501208
802 Sat Aug 14,15:53:28 2021 556912
803 Sat Aug 21,07:11:43 2021 395200
804 Sun Aug 22,00:11:22 2021 545882
805 Sat Jul 31,19:29:50 2021 902349
806 Sat Jul 31,22:33:57 2021 652074
807 Thu Aug  5,18:54:26 2021 289886
808 Fri Jul 30,01:43:07 2021 31077
809 Mon Aug 16,22:14:26 2021 721670
810 Sat Aug 21,18:10:35 2021 976376
811 Fri Aug  6,06:30:51 2021 329752
812 Tue Aug 17,01:36:06 2021 228339
813 Sun Aug 22,17:22:04 2021 194746
814 Thu Aug 19,00:31:42 2021 993666
815 Sun Aug  8,04:41:29 2021 453839
816 Sun Aug 15,18:41:27 2021 573288
817 Sun Aug  8,05:10:24 2021 592814
818 Thu Aug  5,01:34:30 2021 833438
819 Fri Aug  6,22:17:40 2021 239014
820 Sat Aug  7,01:41:01 2021 195209
821 Tue Aug  3,19:17:49 2021 342245
822 Wed Aug  4,16:57:12 2021 545675
823 Wed Aug 18,18:08:34 2021 328850
824 Sat Jul 31,04:11:38 2021 112557
825 Tue Aug  3,08:45:22 2021 183703
826 Sun Aug 15,06:23:32 2021 301148
827 Fri Aug 13,16:03:06 2021 280635
828 Mon Aug  2,07:25:00 2021 677952
829 Mon Aug  9,19:27:54 2021 427799
830 Sun Aug  8,13:48:00 2021 800500
831 Mon Aug 16,17:09:26 2021 456436
832 Thu Aug  5,03:54:21 2021 143140
833 Fri Aug  6,06:37:01 2021 138541
834 Wed Aug 18,01:20:18 2021 558511
835 Thu Aug 19,04:55:29 2021 947247
836 Sun Aug 15,03:10:05 2021 848729
837 Sun Aug  8,00:29:07 2021 133448
838 Sat Aug 21,03:36:52 2021 366535
839 Thu Aug  5,13:24:02 2021 621415
840 Wed Aug  4,15:43:30 2021 668364
841 Sun Aug  1,23:51:55 2021 940686
842 Sun Aug 15,07:08:16 2021 825763
843 Fri Aug 20,01:07:43 2021 392045
844 Sat Aug  7,02:09:52 2021 506156
845 Mon Aug 16,13:36:46 2021 736804
846 Sat Aug 21,18:58:14 2021 916759
847 Mon Aug  2,07:00:56 2021 106225
848 Sat Aug 14,17:37:12 2021 632223
849 Fri Aug  6,21:58:36 2021 246824
850 Sat Aug 21,13:15:28 2021 381123
851 Mon Aug 16,04:37:40 2021 175881
852 Thu Jul 29,16:54:12 2021 219056
853 Sun Aug  8,15:35:43 2021 191673
854 Sat Aug 14,11:15:46 2021 252598
855 Sat Jul 31,10:38:43 2021 666849
856 Tue Aug 17,08:03:40 2021 844339
857 Sun Aug  8,09:30:31 2021 815458
858 Thu Aug 12,11:19:06 2021 347585
859 Fri Jul 30,04:55:50 2021 293784
860 Thu Aug  5,20:42:39 2021 343263
861 Fri Aug 13,18:06:24 2021 210908
862 Wed Aug 18,14:50:19 2021 851639
863 Wed Aug  4,04:50:32 2021 615095
864 Sun Aug 22,14:26:46 2021 414949
865 Sun Aug 22,09:57:09 2021 504918
866 Fri Aug 13,08:07:21 2021 861889
867 Tue Aug 17,09:16:36 2021 690947
868 Tue Aug 17,17:01:44 2021 164463
869 Wed Aug 18,16:28:13 2021 873248
870 Sat Jul 31,22:44:46 2021 803701
871 Fri Jul 30,04:31:04 2021 892207
872 Sun Aug 22,08:11:59 2021 813226
873 Fri Aug  6,00:32:27 2021 732142
874 Sun Aug  8,04:27:12 2021 313889
875 Wed Aug 11,14:29:06 2021 715832
876 Thu Aug 12,13:19:41 2021 482442
877 Thu Aug  5,21:55:03 2021 607642
878 Mon Aug  9,04:59:28 2021 208711
879 Fri Aug 20,10:19:35 2021 688119
880 Wed Aug  4,12:47:51 2021 885392
881 Wed Aug  4,23:22:39 2021 623284
882 Sun Aug  8,00:43:57 2021 153040
883 Fri Jul 30,00:54:55 2021 976069
884 Wed Aug  4,01:34:23 2021 615106
885 Wed Aug 11,05:48:06 2021 742132
886 Fri Aug  6,05:21:05 2021 209942
887 Sun Aug 15,17:27:41 2021 672159
888 Sun Aug  8,08:24:43 2021 646602
889 Mon Aug  2,09:04:04 2021 723726
890 Wed Aug  4,05:55:28 2021 617939
891 Sat Aug  7,13:54:23 2021 660033
892 Mon Aug 16,06:44:49 2021 482694
893 Sun Aug 22,16:44:25 2021 285893
894 Sun Aug  8,08:43:01 2021 271975
895 Sat Aug 14,12:34:32 2021 326579
896 Thu Aug 12,11:13:56 2021 622416
897 Fri Aug 13,16:41:04 2021 498771
898 Sun Aug  8,00:14:03 2021 979598
899 Sun Aug  1,18:24:33 2021 786161
900 Sun Aug  1,18:44:59 2021 345390
901 Fri Jul 30,03:02:00 2021 387371
902 Wed Aug  4,08:01:14 2021 251844
903 Sun Aug 15,20:54:05 2021 742457
904 Fri Jul 30,10:26:29 2021 538822
905 Mon Aug 16,18:32:30 2021 238357
906 Fri Jul 30,13:47:09 2021 780849
907 Fri Aug 20,05:07:36 2021 927918
908 Sun Aug 22,16:51:34 2021 998381
909 Thu Aug 19,14:47:44 2021 334852
910 Tue Aug 10,14:12:28 2021 228081
911 Tue Aug 10,04:44:39 2021 547568
912 Tue Aug 10,08:17:25 2021 324275
913 Fri Jul 30,09:55:51 2021 120673
914 Wed Aug 18,19:47:41 2021 287041
915 Thu Aug  5,03:55:44 2021 652124
916 Sat Jul 31,16:01:56 2021 474916
917 Tue Aug 10,01:04:59 2021 612066
918 Tue Aug  3,23:22:35 2021 640624
919 Tue Aug 10,03:55:51 2021 995137
920 Thu Aug 12,00:11:21 2021 952858
921 Fri Jul 30,23:14:41 2021 375111
922 Tue Aug 10,02:36:21 2021 654953
923 Sun Aug 22,07:09:05 2021 380870
924 Tue Aug 17,17:34:12 2021 583401
925 Fri Aug 13,01:25:20 2021 115871
926 Sun Aug 22,00:22:41 2021 580562
927 Sun Aug 22,11:01:45 2021 856112
928 Sat Jul 31,17:40:13 2021 452259
929 Tue Aug 10,09:14:01 2021 928476
930 Thu Jul 29,13:34:09 2021 430407
931 Sun Aug 22,04:08:48 2021 951077
932 Sat Aug  7,05:57:05 2021 593148
933 Thu Aug 12,08:25:32 2021 297034
934 Wed Aug  4,06:54:11 2021 229225
935 Wed Aug  4,04:12:51 2021 120817
936 Sat Jul 31,11:53:17 2021 257974
937 Sun Aug  8,23:40:37 2021 940590
938 Wed Aug 11,05:28:13 2021 944845
939 Tue Aug 10,16:57:53 2021 729957
940 Fri Aug  6,12:06:07 2021 476771
941 Sun Aug 22,03:22:26 2021 203152
942 Sun Aug 22,15:53:23 2021 911608
943 Wed Aug 18,20:21:40 2021 792408
944 Sat Jul 31,21:33:16 2021 436201
945 Sun Aug 15,12:30:21 2021 204123
946 Wed Aug 18,18:20:35 2021 560893
947 Mon Aug  2,00:23:19 2021 343443
948 Sun Aug  8,15:51:53 2021 576427
949 Sat Aug  7,15:02:00 2021 689360
950 Mon Aug  2,21:12:08 2021 741468
951 Sun Aug 15,23:28:32 2021 860434
952 Wed Aug 11,00:02:40 2021 759230
953 Tue Aug 10,05:49:42 2021 510023
954 Wed Aug 18,12:01:16 2021 549265
955 Tue Aug 10,08:08:07 2021 680337
956 Sat Aug  7,13:59:23 2021 599693
957 Fri Aug 13,02:58:22 2021 296635
958 Tue Aug 17,20:44:01 2021 597897
959 Sat Aug 21,17:45:22 2021 233985
960 Sun Aug 22,17:13:03 2021 602062
961 Fri Aug 20,03:05:20 2021 729542
962 Wed Aug  4,17:09:40 2021 893029
963 Fri Jul 30,16:13:48 2021 376253
964 Sat Aug  7,21:13:44 2021 379365
965 Fri Aug 13,17:11:40 2021 537107
966 Sun Aug 15,07:31:40 2021 227724
967 Sun Aug  8,02:43:23 2021 360524
968 Wed Aug  4,07:43:09 2021 588007
969 Tue Aug 17,11:46:09 2021 655252
970 Sat Aug 14,11:18:31 2021 705550
971 Thu Aug 19,04:11:04 2021 72056
972 Thu Aug 12,09:35:16 2021 994952
973 Fri Aug 13,02:54:50 2021 904093
974 Sat Aug 14,05:58:14 2021 270676
975 Thu Jul 29,12:03:33 2021 680916
976 Wed Aug 18,07:55:45 2021 894109
977 Tue Aug  3,09:41:56 2021 174084
978 Fri Jul 30,20:32:49 2021 316419
979 Mon Aug  2,00:03:52 2021 934108
980 Sat Jul 31,02:36:15 2021 135110
981 Fri Aug 13,12:31:42 2021 985353
982 Wed Aug  4,13:25:35 2021 917276
983 Fri Aug 20,01:51:10 2021 331654
984 Wed Aug  4,15:03:49 2021 648744
985 Wed Aug  4,00:16:23 2021 285392
986 Wed Aug 11,22:21:55 2021 967018
987 Wed Aug 18,16:24:24 2021 371295
988 Mon Aug  2,08:59:53 2021 350888
989 Sat Aug 14,06:46:16 2021 588350
990 Sat Aug  7,16:49:21 2021 265774
991 Wed Aug 11,23:49:40 2021 833077
992 Wed Aug 18,23:32:29 2021 942399
993 Sun Aug  1,02:42:51 2021 421085
994 Thu Aug 12,17:26:17 2021 167130
995 Mon Aug 16,10:56:43 2021 501735
996 Wed Aug 18,23:27:37 2021 519203
997 Fri Aug 20,14:42:50 2021 176372
998 Sat Jul 31,09:34:08 2021 472827
999 Sat Aug 14,06:45:46 2021 159063
1000 Sat Aug 21,15:15:35 2021 437124
1001 Sun Aug  1,03:06:17 2021 400581
1002 Sat Aug  7,18:40:51 2021 493606
1003 Thu Aug  5,05:43:14 2021 771246
1004 Fri Aug  6,11:33:57 2021 373723
1005 Fri Aug 20,04:56:35 2021 515062
1006 Tue Aug  3,19:29:29 2021 846975
1007 Thu Aug 19,21:44:49 2021 44431
1008 Mon Aug  9,03:16:36 2021 704512
1009 Fri Aug  6,19:06:52 2021 501974
1010 Sat Jul 31,07:07:47 2021 670303
1011 Sat Aug  7,07:51:11 2021 510039
1012 Sun Aug 15,01:41:23 2021 546776
1013 Wed Aug 18,07:30:36 2021 912880
1014 Sat Jul 31,02:20:01 2021 165426
1015 Tue Aug  3,03:05:52 2021 498446
1016 Fri Jul 30,21:49:31 2021 736682
1017 Thu Aug 12,12:11:15 2021 466581
1018 Mon Aug  2,11:54:50 2021 523203
1019 Tue Aug 17,05:47:57 2021 177275
1020 Mon Aug  9,21:16:48 2021 162926
1021 Wed Aug 11,00:16:01 2021 449492
1022 Tue Aug  3,21:06:01 2021 552491
1023 Fri Aug  6,00:17:36 2021 257593
1024 Tue Aug 10,02:16:38 2021 38837
1025 Sun Aug  1,15:26:03 2021 611089
1026 Thu Aug  5,01:06:50 2021 490668
1027 Sat Jul 31,05:17:10 2021 765554
1028 Sun Aug 22,13:23:14 2021 671334
1029 Mon Aug  9,14:03:52 2021 815465
1030 Mon Aug 16,12:44:40 2021 213435
1031 Sun Aug  8,07:23:59 2021 895113
1032 Sun Aug  8,20:28:35 2021 492992
1033 Thu Aug 19,07:08:20 2021 445723
1034 Mon Aug 16,08:19:54 2021 183272
1035 Thu Aug 19,18:37:23 2021 413477
1036 Thu Jul 29,13:30:35 2021 278201
1037 Thu Aug 12,04:03:32 2021 473503
1038 Sat Aug 21,04:51:28 2021 617412
1039 Thu Aug 19,08:00:33 2021 817313
1040 Sun Aug 15,00:46:13 2021 123879
1041 Sat Aug 14,20:24:08 2021 439776
1042 Thu Aug 19,17:35:57 2021 979776
1043 Mon Aug  2,22:35:16 2021 881842
1044 Wed Aug 11,15:28:59 2021 686144
1045 Tue Aug  3,23:39:22 2021 217228
1046 Mon Aug  9,00:08:46 2021 721980
1047 Mon Aug 16,20:52:45 2021 158490
1048 Sat Aug  7,05:58:52 2021 478237
1049 Sun Aug  8,18:44:49 2021 629603
1050 Sat Aug 14,02:43:50 2021 530491
1051 Tue Aug 10,22:14:38 2021 285210
1052 Fri Jul 30,13:03:41 2021 619770
1053 Fri Aug 20,23:24:25 2021 116487
1054 Tue Aug 10,04:05:40 2021 234151
1055 Mon Aug  9,06:06:51 2021 901685
1056 Sun Aug  8,16:03:21 2021 590323
1057 Wed Aug 18,12:13:23 2021 433779
1058 Sun Aug 15,17:22:02 2021 386875
1059 Fri Aug 20,12:22:30 2021 353099
1060 Tue Aug 17,05:06:56 2021 208751
1061 Mon Aug  2,04:16:10 2021 876780
1062 Tue Aug 10,06:01:57 2021 930062
1063 Sun Aug  1,19:19:35 2021 498743
1064 Tue Aug  3,11:24:45 2021 101692
1065 Mon Aug 16,17:59:21 2021 126937
1066 Tue Aug  3,07:04:43 2021 914784
1067 Wed Aug  4,19:20:10 2021 919750
1068 Sat Aug  7,19:45:04 2021 589438
1069 Tue Aug  3,09:33:41 2021 960001
1070 Thu Aug  5,09:08:20 2021 734321
1071 Tue Aug 10,02:47:31 2021 702017
1072 Sat Aug 21,04:22:12 2021 200592
1073 Sat Jul 31,17:23:28 2021 151161
1074 Sat Aug  7,09:25:35 2021 333548
1075 Sun Aug  8,23:18:49 2021 671085
1076 Sat Aug 14,21:30:28 2021 959361
1077 Wed Aug  4,09:49:51 2021 984180
1078 Tue Aug 17,21:30:14 2021 391838
1079 Fri Aug 20,06:10:27 2021 238261
1080 Sun Aug  8,23:40:51 2021 184742
1081 Sat Aug 14,11:31:18 2021 591400
1082 Sat Aug 21,09:20:00 2021 588548
1083 Fri Jul 30,08:36:31 2021 895711
1084 Mon Aug 16,11:46:20 2021 138934
1085 Sun Aug  8,23:18:31 2021 763983
1086 Mon Aug  2,02:15:56 2021 652305
1087 Mon Aug  2,20:20:17 2021 549185
1088 Sat Aug  7,18:12:22 2021 143888
1089 Wed Aug 11,21:43:23 2021 961341
1090 Fri Jul 30,14:32:02 2021 547335
1091 Sun Aug 15,14:29:37 2021 395788
1092 Mon Aug 16,01:54:31 2021 854838
1093 Wed Aug 11,05:25:52 2021 612942
1094 Sun Aug  1,15:03:18 2021 735494
1095 Fri Jul 30,13:48:48 2021 586117
1096 Fri Jul 30,21:40:17 2021 440352
1097 Sun Aug  8,12:15:42 2021 936923
1098 Sat Aug 21,20:07:42 2021 477496
1099 Sat Jul 31,02:34:12 2021 35246
1100 Sat Aug 21,21:35:13 2021 342984
1101 Thu Jul 29,15:59:13 2021 311518
1102 Sat Aug  7,14:39:22 2021 682904
1103 Sat Jul 31,05:00:13 2021 161780
1104 Sat Jul 31,00:58:22 2021 431267
1105 Wed Aug 11,22:49:56 2021 483754
1106 Thu Aug 12,21:52:53 2021 852226
1107 Thu Aug 12,13:32:19 2021 819353
1108 Fri Jul 30,07:35:38 2021 640304
1109 Thu Aug 12,17:13:06 2021 944858
1110 Wed Aug 18,06:18:40 2021 696718
1111 Tue Aug  3,19:07:47 2021 798878
1112 Sat Aug 14,02:38:05 2021 650156
1113 Wed Aug 18,03:40:19 2021 831944
1114 Thu Aug 12,22:34:21 2021 934530
1115 Thu Aug 12,01:57:00 2021 120426
1116 Sun Aug  8,05:17:17 2021 659240
1117 Thu Aug  5,17:56:53 2021 226136
1118 Wed Aug 18,17:07:03 2021 740134
1119 Thu Aug 12,02:39:17 2021 586728
1120 Mon Aug  2,09:15:29 2021 433292
1121 Fri Aug 20,16:21:42 2021 816380
1122 Thu Aug 12,17:34:46 2021 923758
1123 Tue Aug 17,12:03:52 2021 125686
1124 Sun Aug  1,21:05:43 2021 329626
1125 Mon Aug  2,09:31:08 2021 406173
1126 Thu Aug 19,13:02:58 2021 291036
1127 Tue Aug  3,15:42:40 2021 768803
1128 Fri Aug 13,06:21:38 2021 785598
1129 Mon Aug 16,21:06:48 2021 457203
1130 Sun Aug  8,21:20:56 2021 281386
1131 Sun Aug 22,15:51:51 2021 751336
1132 Mon Aug  2,19:00:20 2021 317032
1133 Fri Aug 13,00:37:32 2021 478735
1134 Thu Aug 19,05:25:30 2021 436469
1135 Thu Aug 19,04:25:51 2021 870696
1136 Sat Aug 14,17:23:58 2021 489921
1137 Sun Aug  8,03:32:47 2021 770817
1138 Mon Aug 16,10:08:36 2021 818543
1139 Mon Aug  9,22:01:40 2021 576029
1140 Wed Aug 18,20:53:08 2021 194563
1141 Thu Aug 12,22:09:58 2021 792932
1142 Thu Jul 29,21:47:12 2021 711149
1143 Mon Aug 16,18:15:47 2021 495669
1144 Thu Aug  5,17:37:44 2021 816739
1145 Tue Aug 17,06:43:51 2021 454809
1146 Sat Aug  7,14:27:48 2021 494801
1147 Tue Aug  3,07:28:31 2021 197416
1148 Wed Aug 11,20:05:55 2021 815075
1149 Sat Jul 31,03:03:00 2021 494918
1150 Wed Aug 18,22:48:57 2021 332711
1151 Sun Aug  1,05:04:08 2021 176303
1152 Sat Aug  7,03:45:59 2021 195725
1153 Thu Aug  5,01:56:35 2021 679684
1154 Sun Aug 15,21:27:15 2021 685782
1155 Wed Aug  4,01:53:57 2021 212328
1156 Tue Aug 17,04:55:07 2021 542220
1157 Fri Aug  6,13:31:01 2021 43451
1158 Tue Aug  3,01:25:09 2021 891556
1159 Fri Aug 20,14:28:39 2021 159659
1160 Wed Aug  4,06:20:44 2021 238800
1161 Sat Aug  7,07:58:17 2021 894498
1162 Fri Jul 30,11:20:25 2021 558070
1163 Fri Aug 13,17:15:34 2021 113475
1164 Thu Aug 12,16:39:09 2021 905612
1165 Fri Aug 20,13:13:44 2021 203518
1166 Wed Aug 18,10:33:02 2021 908716
1167 Mon Aug  2,08:56:30 2021 924654
1168 Fri Jul 30,05:58:42 2021 525354
1169 Sun Aug  1,00:59:43 2021 723565
1170 Fri Aug 13,14:44:41 2021 124432
1171 Sat Aug 14,08:48:26 2021 257975
1172 Mon Aug 16,18:09:33 2021 581580
1173 Sat Aug 14,08:49:48 2021 708161
1174 Sat Jul 31,02:34:21 2021 940417
1175 Tue Aug  3,23:16:53 2021 469112
1176 Thu Aug  5,10:29:06 2021 272210
1177 Thu Aug 19,05:46:19 2021 559352
1178 Fri Jul 30,19:44:09 2021 785136
1179 Mon Aug  9,05:27:36 2021 639408
1180 Sat Aug 14,06:52:10 2021 534887
1181 Sun Aug  8,01:57:43 2021 115879
1182 Fri Jul 30,03:39:52 2021 643847
1183 Sat Aug  7,07:21:06 2021 955189
1184 Fri Jul 30,18:08:07 2021 599159
1185 Fri Aug  6,03:35:18 2021 494820
1186 Thu Aug  5,05:20:38 2021 647473
1187 Tue Aug  3,23:02:51 2021 282728
1188 Thu Aug 19,23:30:32 2021 561779
1189 Wed Aug  4,15:55:09 2021 513021
1190 Thu Aug  5,12:10:09 2021 921417
1191 Fri Aug 13,07:29:35 2021 357787
1192 Wed Aug 18,16:37:10 2021 533972
1193 Mon Aug  9,03:44:22 2021 270108
1194 Thu Aug 12,20:24:16 2021 145139
1195 Sat Aug  7,02:07:44 2021 211506
1196 Sun Aug  8,16:13:49 2021 708065
1197 Wed Aug 11,12:47:31 2021 531504
1198 Wed Aug  4,09:58:41 2021 774206
1199 Sat Aug 14,21:34:04 2021 525193
1200 Mon Aug 16,18:21:57 2021 352746
1201 Fri Aug 20,04:46:32 2021 391556
1202 Thu Aug 19,18:34:04 2021 178744
1203 Sat Aug 14,22:43:37 2021 600005
1204 Sun Aug 15,15:17:40 2021 648890
1205 Mon Aug  9,17:42:28 2021 419988
1206 Fri Aug 20,08:00:48 2021 447884
