Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Number of axles,Tollplaza id,Tollplaza code,Type of Payment code,Vehicle Code
224,Sun Aug 15 16:57:15 2021,4435309,car,2,4188,PCDB12C82,224 Sun Aug 15,16:57:15 2021 443530
225,Fri Aug  6 17:35:18 2021,9206176,car,2,4015,PC524833E,225 Fri Aug  6,17:35:18 2021 920617
226,Sat Aug  7 03:08:44 2021,5665208,truck,4,4230,PC19CE0DB,226 Sat Aug  7,03:08:44 2021 566520
227,Sun Aug  1 05:31:31 2021,3619766,car,2,4686,PCD6E5E77,227 Sun Aug  1,05:31:31 2021 361976
228,Wed Aug 18 09:22:29 2021,8195160,car,2,4123,PCDE850D8,228 Wed Aug 18,09:22:29 2021 819516
229,Wed Aug  4 05:40:04 2021,689804,truck,4,4283,PC953B572,229 Wed Aug  4,05:40:04 2021 689804
230,Mon Aug 16 02:36:38 2021,7671204,car,2,4016,PCCD7399B,230 Mon Aug 16,02:36:38 2021 767120
231,Fri Aug  6 19:31:40 2021,7549660,truck,4,4504,PC461DCD3,231 Fri Aug  6,19:31:40 2021 754966
232,Mon Aug  2 17:00:36 2021,6999001,car,2,4377,PC4AC8EAD,232 Mon Aug  2,17:00:36 2021 699900
233,Thu Aug 12 15:17:57 2021,3470780,truck,4,4971,PC0BD172F,233 Thu Aug 12,15:17:57 2021 347078
234,Sat Aug  7 15:21:43 2021,3321932,car,2,4031,PC0214185,234 Sat Aug  7,15:21:43 2021 332193
235,Mon Aug  9 04:56:23 2021,2993477,truck,4,4965,PCA0BAE0F,235 Mon Aug  9,04:56:23 2021 299347
236,Fri Aug 13 09:02:27 2021,7137012,car,2,4350,PCEDD7E85,236 Fri Aug 13,09:02:27 2021 713701
237,Mon Aug  2 07:55:35 2021,4425207,car,2,4232,PC4156AD5,237 Mon Aug  2,07:55:35 2021 442520
238,Sat Aug 14 11:54:16 2021,8906007,car,2,4592,PC627AA14,238 Sat Aug 14,11:54:16 2021 890600
239,Sat Jul 31 04:23:09 2021,2613132,car,2,4760,PC161AC8D,239 Sat Jul 31,04:23:09 2021 261313
240,Mon Aug 16 01:53:03 2021,1351738,truck,4,5002,PC585BD38,240 Mon Aug 16,01:53:03 2021 135173
241,Sat Aug 14 11:49:22 2021,8845283,car,2,4974,PCDEB8E32,241 Sat Aug 14,11:49:22 2021 884528
242,Wed Aug 18 19:07:34 2021,5207716,car,2,4361,PC2E0C888,242 Wed Aug 18,19:07:34 2021 520771
243,Mon Aug  9 05:34:28 2021,2593435,car,2,4946,PCCF18BAF,243 Mon Aug  9,05:34:28 2021 259343
244,Sat Aug 14 08:00:30 2021,3194131,car,2,4314,PC7E9E8F3,244 Sat Aug 14,08:00:30 2021 319413
245,Sat Aug 14 08:01:53 2021,946473,car,2,4784,PCDB42B34,245 Sat Aug 14,08:01:53 2021 946473
246,Mon Aug  2 19:28:13 2021,2098761,truck,4,4611,PC2EBEAB9,246 Mon Aug  2,19:28:13 2021 209876
247,Wed Aug 11 02:53:00 2021,7556070,van,2,4515,PC6A1B37B,247 Wed Aug 11,02:53:00 2021 755607
248,Fri Aug 13 20:51:49 2021,7949412,car,2,4531,PC857F4A0,248 Fri Aug 13,20:51:49 2021 794941
249,Mon Aug 16 01:15:58 2021,4982057,car,2,4070,PCEECA8B2,249 Mon Aug 16,01:15:58 2021 498205
250,Sun Aug 15 04:10:44 2021,1732371,car,2,4891,PC57036DA,250 Sun Aug 15,04:10:44 2021 173237
251,Sun Aug  8 23:50:15 2021,4012995,car,2,4325,PC8FC83B3,251 Sun Aug  8,23:50:15 2021 401299
252,Wed Aug 18 07:43:49 2021,2596237,car,2,4672,PC03AE86F,252 Wed Aug 18,07:43:49 2021 259623
253,Mon Aug  2 17:51:59 2021,8381319,car,2,4147,PC4D2C5A7,253 Mon Aug  2,17:51:59 2021 838131
254,Wed Aug 11 21:55:31 2021,5062265,truck,4,4049,PC4779D38,254 Wed Aug 11,21:55:31 2021 506226
255,Mon Aug 16 17:16:35 2021,7705983,car,2,4748,PCF2ECD29,255 Mon Aug 16,17:16:35 2021 770598
256,Thu Jul 29 16:35:35 2021,2307979,van,2,4654,PCBA5D8AB,256 Thu Jul 29,16:35:35 2021 230797
257,Mon Aug 16 03:21:45 2021,2588561,car,2,4890,PCAFC8A56,257 Mon Aug 16,03:21:45 2021 258856
258,Sun Aug  8 12:39:42 2021,6847371,car,2,4972,PCC51AD39,258 Sun Aug  8,12:39:42 2021 684737
259,Tue Aug 17 15:39:08 2021,2121085,car,2,4709,PCC8C7059,259 Tue Aug 17,15:39:08 2021 212108
260,Tue Aug  3 01:37:46 2021,1734512,car,2,4788,PC00AE965,260 Tue Aug  3,01:37:46 2021 173451
261,Tue Aug 17 22:18:40 2021,7759834,truck,4,4306,PC5D6563A,261 Tue Aug 17,22:18:40 2021 775983
262,Mon Aug 16 10:41:55 2021,6292412,car,2,4436,PC0CF9451,262 Mon Aug 16,10:41:55 2021 629241
263,Fri Aug 13 11:00:14 2021,866998,car,2,4039,PC73BE1E2,263 Fri Aug 13,11:00:14 2021 866998
264,Thu Aug 12 23:25:40 2021,9057323,truck,4,4612,PC871C1FC,264 Thu Aug 12,23:25:40 2021 905732
265,Fri Aug  6 03:55:57 2021,8091650,car,2,4686,PCD6E5E77,265 Fri Aug  6,03:55:57 2021 809165
266,Thu Aug  5 23:24:23 2021,2155384,car,2,4314,PC7E9E8F3,266 Thu Aug  5,23:24:23 2021 215538
267,Tue Aug  3 06:54:05 2021,1867583,car,2,4608,PCACD1BEE,267 Tue Aug  3,06:54:05 2021 186758
268,Mon Aug 16 07:28:50 2021,2703371,truck,4,4063,PC7667A3E,268 Mon Aug 16,07:28:50 2021 270337
269,Tue Aug  3 20:00:16 2021,8368036,car,2,4944,PC41EEC34,269 Tue Aug  3,20:00:16 2021 836803
270,Mon Aug 16 07:03:18 2021,3418635,truck,4,4246,PC95F5F6B,270 Mon Aug 16,07:03:18 2021 341863
271,Sun Aug 15 16:44:18 2021,301035,car,2,4438,PC665A28E,271 Sun Aug 15,16:44:18 2021 301035
272,Thu Aug 12 13:34:54 2021,4648848,car,2,4234,PC5EBC1E1,272 Thu Aug 12,13:34:54 2021 464884
273,Fri Aug 13 02:09:10 2021,758078,car,2,4050,PC822E359,273 Fri Aug 13,02:09:10 2021 758078
274,Sat Aug  7 04:50:03 2021,1517284,van,2,4721,PCE937423,274 Sat Aug  7,04:50:03 2021 151728
275,Wed Aug  4 20:38:41 2021,5708944,car,2,4130,PC9F22103,275 Wed Aug  4,20:38:41 2021 570894
276,Thu Jul 29 20:17:07 2021,202496,car,2,4852,PC68969FB,276 Thu Jul 29,20:17:07 2021 202496
277,Thu Jul 29 19:34:22 2021,6716922,truck,4,4575,PC84D9FC1,277 Thu Jul 29,19:34:22 2021 671692
278,Sun Aug  8 03:23:33 2021,5536264,car,2,4326,PC356AE8F,278 Sun Aug  8,03:23:33 2021 553626
279,Sun Aug  8 07:34:29 2021,2105735,car,2,4694,PCBCF42C2,279 Sun Aug  8,07:34:29 2021 210573
280,Sat Jul 31 12:39:28 2021,8857993,car,2,4551,PCCA5979C,280 Sat Jul 31,12:39:28 2021 885799
281,Mon Aug  9 15:56:14 2021,514282,car,2,4775,PCA50FB36,281 Mon Aug  9,15:56:14 2021 514282
282,Fri Aug  6 23:44:18 2021,847307,truck,4,4146,PCF91266E,282 Fri Aug  6,23:44:18 2021 847307
283,Sat Aug  7 06:42:24 2021,2573891,van,2,4042,PC5D4DE09,283 Sat Aug  7,06:42:24 2021 257389
284,Fri Aug  6 08:07:39 2021,9009917,car,2,4904,PC36C6441,284 Fri Aug  6,08:07:39 2021 900991
285,Thu Aug 19 14:34:35 2021,1701415,truck,4,4556,PC18C31F6,285 Thu Aug 19,14:34:35 2021 170141
286,Sat Aug  7 20:38:49 2021,5040531,car,2,4812,PC22D9C6D,286 Sat Aug  7,20:38:49 2021 504053
287,Fri Aug 20 13:15:02 2021,1297862,car,2,4742,PC05B8749,287 Fri Aug 20,13:15:02 2021 129786
288,Wed Aug  4 06:15:30 2021,1932822,van,2,4788,PC00AE965,288 Wed Aug  4,06:15:30 2021 193282
289,Sat Jul 31 21:51:59 2021,8569313,car,2,4830,PC12EEFE0,289 Sat Jul 31,21:51:59 2021 856931
290,Sun Aug  8 06:33:09 2021,6311114,car,2,4218,PC8DF4919,290 Sun Aug  8,06:33:09 2021 631111
291,Mon Aug 16 06:11:04 2021,1451546,car,2,4754,PC99AE725,291 Mon Aug 16,06:11:04 2021 145154
292,Fri Aug 20 13:36:58 2021,1711676,van,2,4960,PC6A1BCA4,292 Fri Aug 20,13:36:58 2021 171167
293,Mon Aug  9 18:51:11 2021,6740804,car,2,4090,PC1EE951B,293 Mon Aug  9,18:51:11 2021 674080
294,Wed Aug 18 12:19:24 2021,9049528,car,2,4804,PC68484C6,294 Wed Aug 18,12:19:24 2021 904952
295,Sun Aug 15 08:30:45 2021,5269094,van,2,4617,PC7758F89,295 Sun Aug 15,08:30:45 2021 526909
296,Wed Aug 11 13:15:58 2021,4753661,car,2,4150,PCC8441A8,296 Wed Aug 11,13:15:58 2021 475366
297,Sat Aug 14 09:06:09 2021,1948111,car,2,4086,PC23E470D,297 Sat Aug 14,09:06:09 2021 194811
298,Tue Aug 17 00:00:26 2021,5894664,van,2,4730,PC7DC0964,298 Tue Aug 17,00:00:26 2021 589466
299,Wed Aug 11 04:51:17 2021,5455717,truck,4,4925,PCE5E04A2,299 Wed Aug 11,04:51:17 2021 545571
300,Mon Aug  2 21:43:22 2021,1499647,car,2,4629,PCC5E1C04,300 Mon Aug  2,21:43:22 2021 149964
301,Thu Aug  5 21:50:38 2021,2843245,truck,4,4286,PC12BE494,301 Thu Aug  5,21:50:38 2021 284324
302,Mon Aug 16 04:30:00 2021,9796603,truck,4,4617,PC7758F89,302 Mon Aug 16,04:30:00 2021 979660
303,Sun Aug  1 21:21:40 2021,5671860,car,2,4556,PC18C31F6,303 Sun Aug  1,21:21:40 2021 567186
304,Tue Aug 17 04:20:26 2021,425972,truck,4,4183,PCF5E7754,304 Tue Aug 17,04:20:26 2021 425972
305,Tue Aug 10 07:28:04 2021,7588083,car,2,4089,PC3CCA187,305 Tue Aug 10,07:28:04 2021 758808
306,Wed Aug  4 03:45:21 2021,4816147,car,2,4230,PC19CE0DB,306 Wed Aug  4,03:45:21 2021 481614
307,Thu Aug 12 06:45:42 2021,461211,car,2,4615,PC1ECBA39,307 Thu Aug 12,06:45:42 2021 461211
308,Fri Jul 30 07:48:58 2021,7091224,car,2,4720,PCDD23528,308 Fri Jul 30,07:48:58 2021 709122
309,Sat Aug 14 03:11:57 2021,3540160,car,2,4905,PCE1EA438,309 Sat Aug 14,03:11:57 2021 354016
310,Sat Aug 21 01:26:42 2021,863358,van,2,4758,PCCE12794,310 Sat Aug 21,01:26:42 2021 863358
311,Sat Aug 21 07:49:28 2021,2813269,truck,4,5000,PCFE7F7FE,311 Sat Aug 21,07:49:28 2021 281326
312,Sun Aug 15 02:47:01 2021,4346673,car,2,4360,PC084F676,312 Sun Aug 15,02:47:01 2021 434667
313,Mon Aug  9 05:22:43 2021,2872850,truck,4,4746,PC0514825,313 Mon Aug  9,05:22:43 2021 287285
314,Thu Aug 12 02:39:09 2021,6322565,car,2,4781,PC0D83A1E,314 Thu Aug 12,02:39:09 2021 632256
315,Tue Aug 10 13:58:49 2021,2138116,car,2,4706,PCD8D5094,315 Tue Aug 10,13:58:49 2021 213811
316,Sat Aug 14 23:05:55 2021,9574626,van,2,4678,PCD175301,316 Sat Aug 14,23:05:55 2021 957462
317,Thu Aug  5 18:17:26 2021,8951022,car,2,4125,PC8AAEF51,317 Thu Aug  5,18:17:26 2021 895102
318,Sat Jul 31 09:29:28 2021,6597551,truck,4,4229,PCD0DDD3D,318 Sat Jul 31,09:29:28 2021 659755
319,Sun Aug  8 22:50:36 2021,3348298,car,2,4100,PCC6DD8D5,319 Sun Aug  8,22:50:36 2021 334829
320,Fri Jul 30 20:45:55 2021,846482,car,2,4812,PC22D9C6D,320 Fri Jul 30,20:45:55 2021 846482
321,Tue Aug  3 11:54:14 2021,6676389,car,2,4574,PCC1F6F13,321 Tue Aug  3,11:54:14 2021 667638
322,Mon Aug  9 16:32:26 2021,5427260,car,2,4902,PC425C6EC,322 Mon Aug  9,16:32:26 2021 542726
323,Tue Aug 17 07:58:48 2021,1653255,truck,4,4938,PC6C57ED3,323 Tue Aug 17,07:58:48 2021 165325
324,Tue Aug 17 19:16:31 2021,2976969,car,2,4479,PCCA36E4D,324 Tue Aug 17,19:16:31 2021 297696
325,Tue Aug 17 10:01:21 2021,2959955,car,2,4191,PCCC28F87,325 Tue Aug 17,10:01:21 2021 295995
326,Sun Aug  8 13:34:03 2021,8519579,car,2,4278,PC4847214,326 Sun Aug  8,13:34:03 2021 851957
327,Wed Aug  4 13:51:04 2021,340196,truck,4,4025,PC5ABB8E4,327 Wed Aug  4,13:51:04 2021 340196
328,Sun Aug 15 14:02:51 2021,1959570,truck,4,4700,PC14E538A,328 Sun Aug 15,14:02:51 2021 195957
329,Tue Aug  3 14:46:46 2021,4214176,car,2,4145,PC5FBE4B8,329 Tue Aug  3,14:46:46 2021 421417
330,Sat Aug  7 11:24:50 2021,430612,truck,4,4894,PCDADB8C6,330 Sat Aug  7,11:24:50 2021 430612
331,Sat Aug  7 10:02:09 2021,2164841,car,2,4509,PCA2E8463,331 Sat Aug  7,10:02:09 2021 216484
332,Wed Aug 18 15:40:47 2021,6533535,car,2,4827,PC7D68CD9,332 Wed Aug 18,15:40:47 2021 653353
333,Tue Aug 17 10:44:33 2021,4798571,truck,4,4620,PC43973F9,333 Tue Aug 17,10:44:33 2021 479857
334,Sun Aug 15 18:22:49 2021,2760594,car,2,4569,PC20129F9,334 Sun Aug 15,18:22:49 2021 276059
335,Sat Aug 14 12:31:44 2021,2304313,truck,4,4021,PC851E565,335 Sat Aug 14,12:31:44 2021 230431
336,Sat Aug  7 10:52:13 2021,2985337,car,2,4838,PCEECD973,336 Sat Aug  7,10:52:13 2021 298533
337,Sat Aug 21 09:14:47 2021,4227039,car,2,4732,PCD83DE25,337 Sat Aug 21,09:14:47 2021 422703
338,Thu Aug  5 08:01:30 2021,1255970,truck,4,4691,PCFAB001F,338 Thu Aug  5,08:01:30 2021 125597
339,Fri Aug 13 01:03:49 2021,5241924,truck,4,4536,PCC6C5CFB,339 Fri Aug 13,01:03:49 2021 524192
340,Tue Aug  3 20:43:16 2021,7451832,car,2,4898,PC0AE9E1B,340 Tue Aug  3,20:43:16 2021 745183
341,Mon Aug  2 04:45:44 2021,3989343,truck,4,4267,PCE51C5C7,341 Mon Aug  2,04:45:44 2021 398934
342,Sat Aug 14 18:14:30 2021,1804267,van,2,4066,PC883FCA9,342 Sat Aug 14,18:14:30 2021 180426
343,Tue Aug 17 17:11:29 2021,1589440,truck,4,4934,PC3ED26A2,343 Tue Aug 17,17:11:29 2021 158944
344,Sat Aug 21 19:27:45 2021,7750582,car,2,5010,PC028872C,344 Sat Aug 21,19:27:45 2021 775058
345,Sun Aug  8 12:34:50 2021,116476,car,2,4325,PC8FC83B3,345 Sun Aug  8,12:34:50 2021 116476
346,Fri Aug 20 07:15:06 2021,2617674,car,2,4887,PC81776BA,346 Fri Aug 20,07:15:06 2021 261767
347,Tue Aug 10 21:55:17 2021,4228191,car,2,4996,PC6A4F55F,347 Tue Aug 10,21:55:17 2021 422819
348,Mon Aug  9 14:43:31 2021,109141,van,2,4974,PCDEB8E32,348 Mon Aug  9,14:43:31 2021 109141
349,Wed Aug 11 16:55:19 2021,5065439,car,2,4927,PC2D22627,349 Wed Aug 11,16:55:19 2021 506543
350,Sun Aug 22 15:33:59 2021,1852318,truck,4,4091,PC2E099B4,350 Sun Aug 22,15:33:59 2021 185231
351,Tue Aug 17 19:49:02 2021,3191217,car,2,4105,PC43919D1,351 Tue Aug 17,19:49:02 2021 319121
352,Fri Aug 20 13:55:39 2021,8036070,car,2,4721,PCE937423,352 Fri Aug 20,13:55:39 2021 803607
353,Thu Jul 29 17:40:36 2021,7270810,car,2,4908,PC3D16FC5,353 Thu Jul 29,17:40:36 2021 727081
354,Sat Jul 31 07:08:17 2021,4800433,car,2,4733,PC797AEBF,354 Sat Jul 31,07:08:17 2021 480043
355,Sun Aug 15 14:59:08 2021,7600086,car,2,4730,PC7DC0964,355 Sun Aug 15,14:59:08 2021 760008
356,Mon Aug 16 20:41:37 2021,1308715,truck,4,4491,PCA52F720,356 Mon Aug 16,20:41:37 2021 130871
357,Thu Aug 19 16:46:20 2021,448292,car,2,4827,PC7D68CD9,357 Thu Aug 19,16:46:20 2021 448292
358,Tue Aug  3 10:52:15 2021,8125706,truck,4,4902,PC425C6EC,358 Tue Aug  3,10:52:15 2021 812570
359,Sat Aug  7 22:39:54 2021,7354020,truck,4,4967,PC2AFCB31,359 Sat Aug  7,22:39:54 2021 735402
360,Fri Aug 20 12:45:43 2021,8604614,car,2,4355,PC0EF761B,360 Fri Aug 20,12:45:43 2021 860461
361,Mon Aug 16 04:34:39 2021,8074052,car,2,4252,PCA32686D,361 Mon Aug 16,04:34:39 2021 807405
362,Tue Aug 17 21:02:38 2021,3137291,car,2,4669,PC36675CE,362 Tue Aug 17,21:02:38 2021 313729
363,Mon Aug  2 07:57:43 2021,7817055,car,2,4051,PC3B970F2,363 Mon Aug  2,07:57:43 2021 781705
364,Mon Aug  2 23:55:35 2021,9979009,car,2,4139,PC924C594,364 Mon Aug  2,23:55:35 2021 997900
365,Wed Aug 18 07:46:35 2021,7381741,car,2,4470,PCB4FF8FA,365 Wed Aug 18,07:46:35 2021 738174
366,Tue Aug 10 09:53:24 2021,6413555,car,2,4517,PC9AF321D,366 Tue Aug 10,09:53:24 2021 641355
367,Thu Aug  5 09:24:17 2021,5271350,car,2,4175,PC08EA270,367 Thu Aug  5,09:24:17 2021 527135
368,Sat Aug 21 02:13:24 2021,5887331,car,2,4995,PCBE6ABE5,368 Sat Aug 21,02:13:24 2021 588733
369,Fri Aug 13 03:38:51 2021,2484968,car,2,4616,PCE6675F9,369 Fri Aug 13,03:38:51 2021 248496
370,Sun Aug 15 21:25:06 2021,2023578,car,2,4124,PC3338D42,370 Sun Aug 15,21:25:06 2021 202357
371,Sat Aug 14 14:44:43 2021,2574839,car,2,4133,PC30FC453,371 Sat Aug 14,14:44:43 2021 257483
372,Sat Aug 21 11:27:08 2021,192172,truck,4,4687,PC52E7369,372 Sat Aug 21,11:27:08 2021 192172
373,Sat Jul 31 09:30:08 2021,1794758,truck,4,4190,PCDFC1E11,373 Sat Jul 31,09:30:08 2021 179475
374,Tue Aug  3 14:17:39 2021,254824,car,2,4670,PC2BE6D87,374 Tue Aug  3,14:17:39 2021 254824
375,Sun Aug  8 21:51:35 2021,8317981,truck,4,4368,PC909A324,375 Sun Aug  8,21:51:35 2021 831798
376,Wed Aug 11 15:12:48 2021,7578701,van,2,4222,PC15EC378,376 Wed Aug 11,15:12:48 2021 757870
377,Thu Aug  5 12:56:57 2021,2555513,car,2,4184,PC43A5E42,377 Thu Aug  5,12:56:57 2021 255551
378,Tue Aug 17 01:48:59 2021,2119264,car,2,4446,PC7F1A5B9,378 Tue Aug 17,01:48:59 2021 211926
379,Sat Aug 21 20:51:46 2021,239988,car,2,4042,PC5D4DE09,379 Sat Aug 21,20:51:46 2021 239988
380,Mon Aug 16 11:08:11 2021,147156,van,2,4396,PCA00BC1C,380 Mon Aug 16,11:08:11 2021 147156
381,Sun Aug  8 18:05:36 2021,6891565,car,2,4855,PC03C5C15,381 Sun Aug  8,18:05:36 2021 689156
382,Fri Aug  6 20:55:48 2021,4765841,car,2,5004,PC2111CF9,382 Fri Aug  6,20:55:48 2021 476584
383,Fri Aug  6 10:14:37 2021,9017443,car,2,4243,PCC4F7DCE,383 Fri Aug  6,10:14:37 2021 901744
384,Sat Aug 21 21:23:37 2021,8747053,car,2,4080,PCBE7E15B,384 Sat Aug 21,21:23:37 2021 874705
385,Sat Jul 31 03:38:36 2021,839289,truck,4,4468,PC040ADB3,385 Sat Jul 31,03:38:36 2021 839289
386,Sun Aug 15 14:11:42 2021,7212737,car,2,4121,PCEC57A8E,386 Sun Aug 15,14:11:42 2021 721273
387,Sat Jul 31 22:09:56 2021,9707238,truck,4,4799,PCC3A370A,387 Sat Jul 31,22:09:56 2021 970723
388,Mon Aug 16 23:15:11 2021,9288974,car,2,4748,PCF2ECD29,388 Mon Aug 16,23:15:11 2021 928897
389,Fri Jul 30 20:43:48 2021,2130769,car,2,4693,PCB4CDDA5,389 Fri Jul 30,20:43:48 2021 213076
390,Tue Aug 10 02:13:35 2021,3651531,car,2,4750,PCD987A9D,390 Tue Aug 10,02:13:35 2021 365153
391,Sun Aug 22 16:20:32 2021,5066582,car,2,4165,PC0D2B95C,391 Sun Aug 22,16:20:32 2021 506658
392,Sat Aug 21 10:40:29 2021,318251,car,2,4384,PC59A33DE,392 Sat Aug 21,10:40:29 2021 318251
393,Sat Aug 21 13:30:56 2021,1018828,car,2,4929,PC9E503B6,393 Sat Aug 21,13:30:56 2021 101882
394,Sun Aug  8 17:03:19 2021,4329135,car,2,4394,PCD3A817A,394 Sun Aug  8,17:03:19 2021 432913
395,Tue Aug  3 22:42:16 2021,5510586,car,2,4931,PC3D30AD0,395 Tue Aug  3,22:42:16 2021 551058
396,Mon Aug 16 07:20:43 2021,1292686,van,2,4644,PC411FDC0,396 Mon Aug 16,07:20:43 2021 129268
397,Thu Aug  5 01:52:17 2021,2875806,truck,4,4023,PC77793DF,397 Thu Aug  5,01:52:17 2021 287580
398,Sat Jul 31 08:15:24 2021,5025963,car,2,4534,PCAD9E1F9,398 Sat Jul 31,08:15:24 2021 502596
399,Sat Aug 14 05:27:21 2021,2358436,car,2,4835,PC4645718,399 Sat Aug 14,05:27:21 2021 235843
400,Fri Aug 20 07:33:43 2021,4363896,truck,4,4280,PC03A5F23,400 Fri Aug 20,07:33:43 2021 436389
401,Fri Aug  6 02:08:16 2021,7051510,truck,4,4266,PC39B17A9,401 Fri Aug  6,02:08:16 2021 705151
402,Fri Aug  6 13:29:57 2021,5575517,car,2,4540,PC5CAF0A7,402 Fri Aug  6,13:29:57 2021 557551
403,Sat Jul 31 00:10:02 2021,2930078,car,2,5010,PC028872C,403 Sat Jul 31,00:10:02 2021 293007
404,Thu Jul 29 15:14:45 2021,1439079,truck,4,4048,PC1FE6483,404 Thu Jul 29,15:14:45 2021 143907
405,Mon Aug  9 16:59:57 2021,2085626,truck,4,4810,PC2CA4087,405 Mon Aug  9,16:59:57 2021 208562
406,Mon Aug  9 16:41:38 2021,809065,car,2,4147,PC4D2C5A7,406 Mon Aug  9,16:41:38 2021 809065
407,Fri Aug  6 06:10:52 2021,4100648,car,2,4082,PCF86214E,407 Fri Aug  6,06:10:52 2021 410064
408,Thu Aug 19 11:38:52 2021,9745831,truck,4,4078,PC8473A64,408 Thu Aug 19,11:38:52 2021 974583
409,Fri Aug  6 03:00:46 2021,7337960,car,2,4695,PC4A5D62F,409 Fri Aug  6,03:00:46 2021 733796
410,Tue Aug 10 15:04:38 2021,3612246,car,2,4973,PC9C7C18E,410 Tue Aug 10,15:04:38 2021 361224
411,Tue Aug 10 19:31:40 2021,8601164,car,2,4699,PC2C1B987,411 Tue Aug 10,19:31:40 2021 860116
412,Sat Jul 31 15:35:09 2021,6123311,truck,4,4136,PCA579A65,412 Sat Jul 31,15:35:09 2021 612331
413,Mon Aug  2 08:29:14 2021,3507029,car,2,4106,PC9764C98,413 Mon Aug  2,08:29:14 2021 350702
414,Tue Aug  3 10:38:37 2021,1725151,truck,4,4468,PC040ADB3,414 Tue Aug  3,10:38:37 2021 172515
415,Wed Aug 11 11:29:02 2021,8860504,car,2,4134,PC767BBB2,415 Wed Aug 11,11:29:02 2021 886050
416,Sat Aug  7 22:59:56 2021,2017681,truck,4,4422,PCF514246,416 Sat Aug  7,22:59:56 2021 201768
417,Sat Aug  7 23:16:29 2021,8183479,car,2,4273,PC0EF5BA6,417 Sat Aug  7,23:16:29 2021 818347
418,Tue Aug 17 02:49:59 2021,8811914,car,2,4892,PC7AA5B2F,418 Tue Aug 17,02:49:59 2021 881191
419,Sun Aug 15 00:53:46 2021,9631688,car,2,4230,PC19CE0DB,419 Sun Aug 15,00:53:46 2021 963168
420,Mon Aug  9 02:25:32 2021,8193463,truck,4,4240,PC72FE04B,420 Mon Aug  9,02:25:32 2021 819346
421,Tue Aug  3 19:54:41 2021,1766709,car,2,4342,PCE7F2748,421 Tue Aug  3,19:54:41 2021 176670
422,Tue Aug 10 08:15:41 2021,4909497,car,2,4605,PCEB27C63,422 Tue Aug 10,08:15:41 2021 490949
423,Thu Aug 19 16:48:08 2021,7279029,truck,4,4188,PCDB12C82,423 Thu Aug 19,16:48:08 2021 727902
424,Wed Aug 18 14:23:40 2021,4791619,car,2,4001,PC58105BF,424 Wed Aug 18,14:23:40 2021 479161
425,Sat Aug  7 09:05:10 2021,8712036,car,2,4971,PC0BD172F,425 Sat Aug  7,09:05:10 2021 871203
426,Thu Aug 19 04:58:15 2021,4973747,car,2,4456,PC8DFF744,426 Thu Aug 19,04:58:15 2021 497374
427,Sun Aug  1 04:42:52 2021,2800039,car,2,4975,PC818101A,427 Sun Aug  1,04:42:52 2021 280003
428,Thu Aug  5 14:45:19 2021,9337207,car,2,4643,PC6713209,428 Thu Aug  5,14:45:19 2021 933720
429,Wed Aug 11 06:53:51 2021,9220703,car,2,4386,PC948D5B2,429 Wed Aug 11,06:53:51 2021 922070
430,Thu Aug 12 03:06:56 2021,5090710,car,2,4671,PCCAAFB48,430 Thu Aug 12,03:06:56 2021 509071
431,Wed Aug 18 01:59:31 2021,9726834,truck,4,4785,PC787D664,431 Wed Aug 18,01:59:31 2021 972683
432,Fri Aug 20 20:39:23 2021,8464288,car,2,4698,PC8BCEB19,432 Fri Aug 20,20:39:23 2021 846428
433,Tue Aug 10 07:41:38 2021,2918487,car,2,4167,PC8453073,433 Tue Aug 10,07:41:38 2021 291848
434,Sun Aug  8 15:32:55 2021,6975253,car,2,4917,PCD8C66B1,434 Sun Aug  8,15:32:55 2021 697525
435,Sat Jul 31 05:54:57 2021,873000,car,2,4409,PC44E2F09,435 Sat Jul 31,05:54:57 2021 873000
436,Thu Aug  5 12:16:13 2021,7144030,truck,4,4007,PCDF9F773,436 Thu Aug  5,12:16:13 2021 714403
437,Wed Aug 18 23:08:31 2021,74751,car,2,5008,PC48D61BB,437 Wed Aug 18,23:08:31 2021 74751
438,Mon Aug 16 15:31:24 2021,3092624,car,2,4574,PCC1F6F13,438 Mon Aug 16,15:31:24 2021 309262
439,Thu Aug 19 23:08:03 2021,8043044,truck,4,4712,PC94168A2,439 Thu Aug 19,23:08:03 2021 804304
440,Thu Aug 19 18:40:24 2021,6763315,car,2,4056,PC9FBBA67,440 Thu Aug 19,18:40:24 2021 676331
441,Thu Aug  5 08:14:28 2021,7665718,van,2,4610,PCA4D3E9B,441 Thu Aug  5,08:14:28 2021 766571
442,Wed Aug 18 05:43:44 2021,2030697,car,2,4558,PC575F591,442 Wed Aug 18,05:43:44 2021 203069
443,Mon Aug  2 03:52:31 2021,3546362,car,2,4589,PC1477DC9,443 Mon Aug  2,03:52:31 2021 354636
444,Mon Aug 16 00:20:11 2021,5579622,car,2,4581,PCC347465,444 Mon Aug 16,00:20:11 2021 557962
445,Mon Aug  9 16:40:36 2021,6766212,truck,4,4802,PCBDD55F1,445 Mon Aug  9,16:40:36 2021 676621
446,Thu Aug 19 02:55:39 2021,8678822,car,2,4722,PC035B71E,446 Thu Aug 19,02:55:39 2021 867882
